condition,seed,tick,collective_phi,joules_per_phi,alive,avg_energy,clustering
ENERGY_ONLY,42,5700,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,5800,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,5900,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6000,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6100,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6200,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6300,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6400,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6500,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6600,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6700,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6800,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,6900,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7000,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7100,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7200,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7300,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7400,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7500,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7600,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7700,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7800,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,7900,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8000,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8100,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8200,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8300,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8400,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8500,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8600,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8700,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8800,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,8900,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9000,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9100,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9200,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9300,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9400,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9500,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9600,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9700,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9800,0.0607,N/A,12,0.02,12.03
ENERGY_ONLY,42,9900,0.0607,N/A,12,0.02,12.03
FULL,1039,0,0.0968,0.104850,12,200.00,11.97
FULL,1039,100,0.1142,99521.788402,12,199.88,10.82
FULL,1039,200,0.1142,48162.753385,12,199.84,10.85
FULL,1039,300,0.1141,32501.294608,12,199.54,10.86
FULL,1039,400,0.1141,32590.525601,12,199.18,10.88
FULL,1039,500,0.1141,32681.524269,12,198.82,10.90
FULL,1039,600,0.1140,32774.233014,12,198.46,10.93
FULL,1039,700,0.1140,32868.585761,12,198.10,10.95
FULL,1039,800,0.1140,32964.507181,12,197.74,10.99
FULL,1039,900,0.1139,33061.911883,12,197.39,11.03
FULL,1039,1000,0.1038,287.449243,12,165.82,11.76
FULL,1039,1100,0.1046,28022.148797,12,165.72,12.34
FULL,1039,1200,0.1046,89845.127452,12,165.60,12.45
FULL,1039,1300,0.1046,91329.694618,12,165.48,12.83
FULL,1039,1400,0.1046,91620.666143,12,165.36,13.12
FULL,1039,1500,0.1045,91913.904359,12,165.24,13.29
FULL,1039,1600,0.1045,92208.970120,12,165.12,13.38
FULL,1039,1700,0.1045,92505.379617,12,165.00,13.43
FULL,1039,1800,0.1045,92802.601383,12,164.88,13.46
FULL,1039,1900,0.1045,93100.053140,12,164.77,13.47
FULL,1039,2000,0.1045,93397.098668,12,164.65,13.47
FULL,1039,2100,0.1045,93693.044560,12,164.53,13.48
FULL,1039,2200,0.1045,93987.137020,12,164.41,13.48
FULL,1039,2300,0.1044,94278.558652,12,164.29,13.48
FULL,1039,2400,0.1044,94566.425270,12,164.18,13.48
FULL,1039,2500,0.1044,94849.782883,12,164.06,13.48
FULL,1039,2600,0.1044,95127.604738,12,163.94,13.48
FULL,1039,2700,0.1044,95398.788634,12,163.82,13.48
FULL,1039,2800,0.1044,95662.154449,12,163.71,13.48
FULL,1039,2900,0.1044,95916.442035,12,163.59,13.48
FULL,1039,3000,0.1044,96160.309475,12,163.47,13.48
FULL,1039,3100,0.1044,96392.331941,12,163.36,13.48
FULL,1039,3200,0.1043,96611.001011,12,163.24,13.48
FULL,1039,3300,0.1043,96814.724779,12,163.12,13.48
FULL,1039,3400,0.1043,97001.828733,12,163.01,13.48
FULL,1039,3500,0.1043,97170.557509,12,162.89,13.48
FULL,1039,3600,0.1043,97319.077741,12,162.77,13.48
FULL,1039,3700,0.1043,97445.481942,12,162.66,13.48
FULL,1039,3800,0.1043,97547.793744,12,162.54,13.48
FULL,1039,3900,0.1043,97623.974421,12,162.42,13.48
FULL,1039,4000,0.1043,97671.930922,12,162.31,13.48
FULL,1039,4100,0.1042,97689.525385,12,162.19,13.48
FULL,1039,4200,0.1042,97674.586339,12,162.08,13.48
FULL,1039,4300,0.1042,97624.921542,12,161.96,13.48
FULL,1039,4400,0.1042,97538.332476,12,161.85,13.48
FULL,1039,4500,0.1042,97412.630564,12,161.73,13.48
FULL,1039,4600,0.1042,97245.655012,12,161.61,13.48
FULL,1039,4700,0.1042,97035.292115,12,161.50,13.48
FULL,1039,4800,0.1042,96779.496082,12,161.38,13.48
FULL,1039,4900,0.1042,96476.310947,12,161.27,13.48
FULL,1039,5000,0.1041,96123.893520,12,161.16,13.48
FULL,1039,5100,0.1041,95720.537002,12,161.04,13.48
FULL,1039,5200,0.1041,95264.694898,12,160.93,13.48
FULL,1039,5300,0.1041,94755.004895,12,160.81,13.48
FULL,1039,5400,0.1041,94190.312226,12,160.70,13.48
FULL,1039,5500,0.1041,93569.692074,12,160.58,13.48
FULL,1039,5600,0.1041,92892.470535,12,160.47,13.48
FULL,1039,5700,0.1041,92158.243580,12,160.35,13.48
FULL,1039,5800,0.1041,91366.893662,12,160.24,13.48
FULL,1039,5900,0.1040,90518.603303,12,160.13,13.48
FULL,1039,6000,0.1040,89613.865432,12,160.01,13.48
FULL,1039,6100,0.1040,88653.489933,12,159.90,13.48
FULL,1039,6200,0.1040,87638.606263,12,159.79,13.48
FULL,1039,6300,0.1040,86570.661738,12,159.67,13.48
FULL,1039,6400,0.1040,85451.415585,12,159.56,13.48
FULL,1039,6500,0.1040,84282.928548,12,159.45,13.48
FULL,1039,6600,0.1040,83067.548314,12,159.33,13.48
FULL,1039,6700,0.1039,81807.890892,12,159.22,13.48
FULL,1039,6800,0.1039,80506.818258,12,159.11,13.48
FULL,1039,6900,0.1039,79167.412732,12,159.00,13.48
FULL,1039,7000,0.1039,77792.948548,12,158.88,13.48
FULL,1039,7100,0.1039,76386.861206,12,158.77,13.48
FULL,1039,7200,0.1039,74952.715189,12,158.66,13.48
FULL,1039,7300,0.1039,73494.170748,12,158.55,13.48
FULL,1039,7400,0.1038,72014.950313,12,158.44,13.48
FULL,1039,7500,0.1038,70518.805244,12,158.32,13.48
FULL,1039,7600,0.1038,69009.483471,12,158.21,13.48
FULL,1039,7700,0.1038,67490.698560,12,158.10,13.48
FULL,1039,7800,0.1038,65966.100730,12,157.99,13.48
FULL,1039,7900,0.1038,64439.250160,12,157.88,13.48
FULL,1039,8000,0.1037,62913.592966,12,157.77,13.48
FULL,1039,8100,0.1037,61392.440027,12,157.66,13.48
FULL,1039,8200,0.1037,59878.948847,12,157.55,13.48
FULL,1039,8300,0.1037,58376.108506,12,157.44,13.48
FULL,1039,8400,0.1037,56886.727674,12,157.33,13.48
FULL,1039,8500,0.1036,55413.425638,12,157.22,13.48
FULL,1039,8600,0.1036,53958.626185,12,157.11,13.48
FULL,1039,8700,0.1036,52524.554174,12,157.00,13.48
FULL,1039,8800,0.1036,51113.234549,12,156.89,13.48
FULL,1039,8900,0.1036,49726.493596,12,156.78,13.48
FULL,1039,9000,0.1035,48365.962120,12,156.67,13.48
FULL,1039,9100,0.1035,47033.080335,12,156.56,13.48
FULL,1039,9200,0.1035,45729.104148,12,156.45,13.48
FULL,1039,9300,0.1035,44455.112603,12,156.35,13.48
FULL,1039,9400,0.1034,43212.016240,12,156.24,13.48
FULL,1039,9500,0.1034,42000.566123,12,156.13,13.48
FULL,1039,9600,0.1034,40821.363341,12,156.02,13.48
FULL,1039,9700,0.1034,39674.868792,12,155.92,13.48
FULL,1039,9800,0.1033,38561.413077,12,155.81,13.48
FULL,1039,9900,0.1033,37481.206389,12,155.70,13.48
FREE,1039,0,0.0983,0.000000,12,1000.00,12.00
FREE,1039,100,0.1228,N/A,12,1000.00,12.00
FREE,1039,200,0.1228,N/A,12,1000.00,12.00
FREE,1039,300,0.1228,N/A,12,1000.00,12.00
FREE,1039,400,0.1228,N/A,12,1000.00,12.00
FREE,1039,500,0.1228,N/A,12,1000.00,12.00
FREE,1039,600,0.1228,N/A,12,1000.00,12.00
FREE,1039,700,0.1228,N/A,12,1000.00,12.00
FREE,1039,800,0.1228,N/A,12,1000.00,12.00
FREE,1039,900,0.1228,N/A,12,1000.00,12.00
FREE,1039,1000,0.1228,N/A,12,1000.00,12.00
FREE,1039,1100,0.1228,N/A,12,1000.00,12.00
FREE,1039,1200,0.1228,N/A,12,1000.00,12.00
FREE,1039,1300,0.1228,N/A,12,1000.00,12.00
FREE,1039,1400,0.1228,N/A,12,1000.00,12.00
FREE,1039,1500,0.1228,N/A,12,1000.00,12.00
FREE,1039,1600,0.1228,N/A,12,1000.00,12.00
FREE,1039,1700,0.1228,N/A,12,1000.00,12.00
FREE,1039,1800,0.1228,N/A,12,1000.00,12.00
FREE,1039,1900,0.1228,N/A,12,1000.00,12.00
FREE,1039,2000,0.1228,N/A,12,1000.00,12.00
FREE,1039,2100,0.1228,N/A,12,1000.00,12.00
FREE,1039,2200,0.1228,N/A,12,1000.00,12.00
FREE,1039,2300,0.1228,N/A,12,1000.00,12.00
FREE,1039,2400,0.1228,N/A,12,1000.00,12.00
FREE,1039,2500,0.1228,N/A,12,1000.00,12.00
FREE,1039,2600,0.1228,N/A,12,1000.00,12.00
FREE,1039,2700,0.1228,N/A,12,1000.00,12.00
FREE,1039,2800,0.1228,N/A,12,1000.00,12.00
FREE,1039,2900,0.1228,N/A,12,1000.00,12.00
FREE,1039,3000,0.1228,N/A,12,1000.00,12.00
FREE,1039,3100,0.1228,N/A,12,1000.00,12.00
FREE,1039,3200,0.1228,N/A,12,1000.00,12.00
FREE,1039,3300,0.1228,N/A,12,1000.00,12.00
FREE,1039,3400,0.1228,N/A,12,1000.00,12.00
FREE,1039,3500,0.1228,N/A,12,1000.00,12.00
FREE,1039,3600,0.1228,N/A,12,1000.00,12.00
FREE,1039,3700,0.1228,N/A,12,1000.00,12.00
FREE,1039,3800,0.1228,N/A,12,1000.00,12.00
FREE,1039,3900,0.1228,N/A,12,1000.00,12.00
FREE,1039,4000,0.1228,N/A,12,1000.00,12.00
FREE,1039,4100,0.1228,N/A,12,1000.00,12.00
FREE,1039,4200,0.1228,N/A,12,1000.00,12.00
FREE,1039,4300,0.1228,N/A,12,1000.00,12.00
FREE,1039,4400,0.1228,N/A,12,1000.00,12.00
FREE,1039,4500,0.1228,N/A,12,1000.00,12.00
FREE,1039,4600,0.1228,N/A,12,1000.00,12.00
FREE,1039,4700,0.1228,N/A,12,1000.00,12.00
FREE,1039,4800,0.1228,N/A,12,1000.00,12.00
FREE,1039,4900,0.1228,N/A,12,1000.00,12.00
FREE,1039,5000,0.1228,N/A,12,1000.00,12.00
FREE,1039,5100,0.1228,N/A,12,1000.00,12.00
FREE,1039,5200,0.1228,N/A,12,1000.00,12.00
FREE,1039,5300,0.1228,N/A,12,1000.00,12.00
FREE,1039,5400,0.1228,N/A,12,1000.00,12.00
FREE,1039,5500,0.1228,N/A,12,1000.00,12.00
FREE,1039,5600,0.1228,N/A,12,1000.00,12.00
FREE,1039,5700,0.1228,N/A,12,1000.00,12.00
FREE,1039,5800,0.1228,N/A,12,1000.00,12.00
FREE,1039,5900,0.1228,N/A,12,1000.00,12.00
FREE,1039,6000,0.1228,N/A,12,1000.00,12.00
FREE,1039,6100,0.1228,N/A,12,1000.00,12.00
FREE,1039,6200,0.1228,N/A,12,1000.00,12.00
FREE,1039,6300,0.1228,N/A,12,1000.00,12.00
FREE,1039,6400,0.1228,N/A,12,1000.00,12.00
FREE,1039,6500,0.1228,N/A,12,1000.00,12.00
FREE,1039,6600,0.1228,N/A,12,1000.00,12.00
FREE,1039,6700,0.1228,N/A,12,1000.00,12.00
FREE,1039,6800,0.1228,N/A,12,1000.00,12.00
FREE,1039,6900,0.1228,N/A,12,1000.00,12.00
FREE,1039,7000,0.1228,N/A,12,1000.00,12.00
FREE,1039,7100,0.1228,N/A,12,1000.00,12.00
FREE,1039,7200,0.1228,N/A,12,1000.00,12.00
FREE,1039,7300,0.1228,N/A,12,1000.00,12.00
FREE,1039,7400,0.1228,N/A,12,1000.00,12.00
FREE,1039,7500,0.1228,N/A,12,1000.00,12.00
FREE,1039,7600,0.1228,N/A,12,1000.00,12.00
FREE,1039,7700,0.1228,N/A,12,1000.00,12.00
FREE,1039,7800,0.1228,N/A,12,1000.00,12.00
FREE,1039,7900,0.1228,N/A,12,1000.00,12.00
FREE,1039,8000,0.1228,N/A,12,1000.00,12.00
FREE,1039,8100,0.1228,N/A,12,1000.00,12.00
FREE,1039,8200,0.1228,N/A,12,1000.00,12.00
FREE,1039,8300,0.1228,N/A,12,1000.00,12.00
FREE,1039,8400,0.1228,N/A,12,1000.00,12.00
FREE,1039,8500,0.1228,N/A,12,1000.00,12.00
FREE,1039,8600,0.1228,N/A,12,1000.00,12.00
FREE,1039,8700,0.1228,N/A,12,1000.00,12.00
FREE,1039,8800,0.1228,N/A,12,1000.00,12.00
FREE,1039,8900,0.1228,N/A,12,1000.00,12.00
FREE,1039,9000,0.1228,N/A,12,1000.00,12.00
FREE,1039,9100,0.1228,N/A,12,1000.00,12.00
FREE,1039,9200,0.1228,N/A,12,1000.00,12.00
FREE,1039,9300,0.1228,N/A,12,1000.00,12.00
FREE,1039,9400,0.1228,N/A,12,1000.00,12.00
FREE,1039,9500,0.1228,N/A,12,1000.00,12.00
FREE,1039,9600,0.1228,N/A,12,1000.00,12.00
FREE,1039,9700,0.1228,N/A,12,1000.00,12.00
FREE,1039,9800,0.1228,N/A,12,1000.00,12.00
FREE,1039,9900,0.1228,N/A,12,1000.00,12.00
ENERGY_ONLY,1039,0,0.0968,0.104850,12,199.85,12.00
ENERGY_ONLY,1039,100,0.1194,826.898813,12,185.00,12.00
ENERGY_ONLY,1039,200,0.1179,823.169918,12,170.15,12.00
ENERGY_ONLY,1039,300,0.1164,792.287103,12,155.32,12.00
ENERGY_ONLY,1039,400,0.1147,703.223370,12,140.50,12.00
ENERGY_ONLY,1039,500,0.1128,549.066505,12,125.70,12.00
ENERGY_ONLY,1039,600,0.1102,375.700330,12,110.92,12.00
ENERGY_ONLY,1039,700,0.1064,238.806244,12,96.16,12.00
ENERGY_ONLY,1039,800,0.1006,155.238530,12,81.46,12.00
ENERGY_ONLY,1039,900,0.0928,113.230669,12,66.81,12.00
ENERGY_ONLY,1039,1000,0.0867,983.568524,12,55.69,12.00
ENERGY_ONLY,1039,1100,0.0860,848.384156,12,51.29,12.00
ENERGY_ONLY,1039,1200,0.0853,712.177273,12,46.88,12.00
ENERGY_ONLY,1039,1300,0.0844,584.400257,12,42.49,12.00
ENERGY_ONLY,1039,1400,0.0833,471.562411,12,38.11,12.00
ENERGY_ONLY,1039,1500,0.0819,376.741503,12,33.74,12.00
ENERGY_ONLY,1039,1600,0.0803,300.151001,12,29.38,12.00
ENERGY_ONLY,1039,1700,0.0784,240.135972,12,25.04,12.00
ENERGY_ONLY,1039,1800,0.0760,194.131679,12,20.72,12.00
ENERGY_ONLY,1039,1900,0.0733,159.379245,12,16.43,12.00
ENERGY_ONLY,1039,2000,0.0703,133.347719,12,12.16,12.00
ENERGY_ONLY,1039,2100,0.0670,113.918554,12,7.92,12.00
ENERGY_ONLY,1039,2200,0.0635,99.416866,12,3.72,12.00
ENERGY_ONLY,1039,2300,0.0604,3724362.310064,12,0.06,12.00
ENERGY_ONLY,1039,2400,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,2500,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,2600,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,2700,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,2800,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,2900,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3000,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3100,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3200,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3300,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3400,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3500,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3600,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3700,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3800,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,3900,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4000,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4100,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4200,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4300,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4400,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4500,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4600,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4700,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4800,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,4900,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5000,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5100,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5200,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5300,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5400,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5500,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5600,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5700,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5800,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,5900,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6000,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6100,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6200,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6300,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6400,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6500,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6600,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6700,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6800,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,6900,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7000,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7100,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7200,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7300,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7400,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7500,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7600,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7700,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7800,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,7900,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,8000,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,8100,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,8200,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,8300,0.0604,N/A,12,0.06,12.00
ENERGY_ONLY,1039,8400,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,8500,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,8600,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,8700,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,8800,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,8900,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9000,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9100,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9200,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9300,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9400,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9500,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9600,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9700,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9800,0.0603,N/A,12,0.00,12.00
ENERGY_ONLY,1039,9900,0.0603,N/A,12,0.00,12.00
FULL,2036,0,0.0961,0.104830,12,200.00,12.52
FULL,2036,100,0.1190,34304.125376,12,199.85,9.82
FULL,2036,200,0.1189,34389.177813,12,199.50,9.84
FULL,2036,300,0.1189,34475.856077,12,199.14,9.88
FULL,2036,400,0.1189,34564.117289,12,198.79,9.96
FULL,2036,500,0.1188,34653.902704,12,198.43,10.05
FULL,2036,600,0.1188,34745.145778,12,198.08,10.17
FULL,2036,700,0.1187,34837.771497,12,197.73,10.31
FULL,2036,800,0.1192,33640.964998,12,197.37,10.45
FULL,2036,900,0.1183,34619.365752,12,197.02,11.88
FULL,2036,1000,0.1076,1007.629652,12,165.49,13.60
FULL,2036,1100,0.1064,7871.062705,12,165.32,11.71
FULL,2036,1200,0.1053,213.849388,12,164.94,11.44
FULL,2036,1300,0.0951,129.313092,12,133.74,10.91
FULL,2036,1400,0.0972,1854.665397,12,134.30,10.77
FULL,2036,1500,0.0976,2275.224069,12,134.85,10.78
FULL,2036,1600,0.0981,2435.919151,12,135.39,10.79
FULL,2036,1700,0.0985,2652.450441,12,135.93,10.79
FULL,2036,1800,0.0989,2936.327041,12,136.46,10.79
FULL,2036,1900,0.0992,3298.142563,12,137.00,10.79
FULL,2036,2000,0.0995,3749.569876,12,137.52,10.79
FULL,2036,2100,0.0997,4302.496891,12,138.05,10.79
FULL,2036,2200,0.1000,4967.762585,12,138.57,10.79
FULL,2036,2300,0.1002,5753.531687,12,139.10,10.79
FULL,2036,2400,0.1003,6663.435514,12,139.62,10.79
FULL,2036,2500,0.1005,7694.678726,12,140.13,10.79
FULL,2036,2600,0.1006,8836.356671,12,140.65,10.79
FULL,2036,2700,0.1007,10068.272172,12,141.17,10.79
FULL,2036,2800,0.1008,11360.619107,12,141.68,10.79
FULL,2036,2900,0.1009,12674.982808,12,142.19,10.79
FULL,2036,3000,0.1010,13967.053928,12,142.71,10.79
FULL,2036,3100,0.1011,15191.094326,12,143.22,10.79
FULL,2036,3200,0.1011,16305.529478,12,143.73,10.79
FULL,2036,3300,0.1012,17278.373896,12,144.24,10.79
FULL,2036,3400,0.1012,18090.987497,12,144.75,10.79
FULL,2036,3500,0.1013,18739.158079,12,145.26,10.79
FULL,2036,3600,0.1014,19231.473751,12,145.77,10.79
FULL,2036,3700,0.1014,19585.837409,12,146.28,10.79
FULL,2036,3800,0.1015,19825.349962,12,146.79,10.79
FULL,2036,3900,0.1015,19974.610035,12,147.29,10.79
FULL,2036,4000,0.1016,20057.007312,12,147.80,10.79
FULL,2036,4100,0.1016,20093.124227,12,148.31,10.79
FULL,2036,4200,0.1017,20100.068104,12,148.81,10.79
FULL,2036,4300,0.1017,20091.446924,12,149.32,10.76
FULL,2036,4400,0.1018,20077.715367,12,149.82,10.84
FULL,2036,4500,0.1018,N/A,12,150.05,10.90
FULL,2036,4600,0.1018,N/A,12,150.05,10.88
FULL,2036,4700,0.1018,N/A,12,150.05,10.88
FULL,2036,4800,0.1018,N/A,12,150.05,10.87
FULL,2036,4900,0.1018,N/A,12,150.05,10.87
FULL,2036,5000,0.1018,N/A,12,150.05,10.87
FULL,2036,5100,0.1018,N/A,12,150.05,10.87
FULL,2036,5200,0.1018,N/A,12,150.05,10.87
FULL,2036,5300,0.1018,N/A,12,150.05,10.87
FULL,2036,5400,0.1018,N/A,12,150.05,10.87
FULL,2036,5500,0.1018,N/A,12,150.05,10.87
FULL,2036,5600,0.1018,N/A,12,150.05,10.87
FULL,2036,5700,0.1018,N/A,12,150.05,10.87
FULL,2036,5800,0.1018,N/A,12,150.05,10.87
FULL,2036,5900,0.1018,N/A,12,150.05,10.87
FULL,2036,6000,0.1018,N/A,12,150.05,10.87
FULL,2036,6100,0.1018,N/A,12,150.05,10.87
FULL,2036,6200,0.1018,N/A,12,150.05,10.87
FULL,2036,6300,0.1018,N/A,12,150.05,10.87
FULL,2036,6400,0.1018,N/A,12,150.05,10.87
FULL,2036,6500,0.1018,N/A,12,150.05,10.87
FULL,2036,6600,0.1018,N/A,12,150.05,10.87
FULL,2036,6700,0.1018,N/A,12,150.05,10.87
FULL,2036,6800,0.1018,N/A,12,150.05,10.87
FULL,2036,6900,0.1018,N/A,12,150.05,10.87
FULL,2036,7000,0.1018,N/A,12,150.05,10.87
FULL,2036,7100,0.1018,N/A,12,150.05,10.87
FULL,2036,7200,0.1018,N/A,12,150.05,10.87
FULL,2036,7300,0.1018,N/A,12,150.05,10.87
FULL,2036,7400,0.1018,N/A,12,150.05,10.87
FULL,2036,7500,0.1018,N/A,12,150.05,10.87
FULL,2036,7600,0.1018,N/A,12,150.05,10.87
FULL,2036,7700,0.1018,N/A,12,150.05,10.87
FULL,2036,7800,0.1018,N/A,12,150.05,10.87
FULL,2036,7900,0.1018,N/A,12,150.05,10.87
FULL,2036,8000,0.1018,N/A,12,150.05,10.87
FULL,2036,8100,0.1018,N/A,12,150.05,10.87
FULL,2036,8200,0.1018,N/A,12,150.05,10.87
FULL,2036,8300,0.1018,N/A,12,150.05,10.87
FULL,2036,8400,0.1018,N/A,12,150.05,10.87
FULL,2036,8500,0.1018,N/A,12,150.05,10.87
FULL,2036,8600,0.1018,N/A,12,150.05,10.87
FULL,2036,8700,0.1018,N/A,12,150.05,10.87
FULL,2036,8800,0.1018,N/A,12,150.05,10.87
FULL,2036,8900,0.1018,N/A,12,150.05,10.87
FULL,2036,9000,0.1018,N/A,12,150.05,10.87
FULL,2036,9100,0.1018,N/A,12,150.05,10.87
